epoch,dataset,model_name,fraction,fraction_percent,run_dir,train_loss,val_loss,train_acc,val_acc,train_macro_f1,val_macro_f1,train_epoch_time_sec,val_epoch_time_sec,epoch_time_sec,lr,train_weighted_f1,val_weighted_f1
22,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3846135702398088,1.4815349280834198,0.6115555555555555,0.572,0.6093691698771541,0.5655547140681816,2.376728000002913,0.0780971999920439,2.45506230002502,0.00016494480483301838,,
23,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3768339422014024,1.399295687675476,0.6197777777777778,0.596,0.6170814374803746,0.5934821352104434,2.820609100017464,0.11718589998781681,2.9380793999880552,0.00016190939493098338,,
24,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3707848886648815,1.4594030380249023,0.6137777777777778,0.546,0.6113918345007977,0.5314376757915025,2.197351900016656,0.10303959998418577,2.3006947999820113,0.0001587785252292473,,
25,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3531866371631622,1.3718625605106354,0.6188888888888889,0.6,0.6160943052513282,0.5944591729875752,2.7463074999977835,0.12232699999003671,2.868988400005037,0.0001555570233019602,,
26,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3412028418646917,1.4301088452339172,0.6293333333333333,0.59,0.6263379915273743,0.5845586493882254,2.8844681999762543,0.06227779999608174,2.9470328000024892,0.00015224985647159487,,
27,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3504593637254503,1.4859535992145538,0.634,0.55,0.6310655718192575,0.5376003793965858,2.1226473999849986,0.07397739999578334,2.1968601999979,0.0001488621241496955,,
28,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3498500287532806,1.37241929769516,0.6328888888888888,0.608,0.631346000429774,0.5996828685352409,2.8134303000115324,0.12886880000587553,2.9428949000139255,0.00014539904997395466,,
29,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3251075711515214,1.3896277248859406,0.6475555555555556,0.606,0.645245958886057,0.6043027112882087,2.2104193000122905,0.09565579998889007,2.3063244000077248,0.00014186597375374278,,
30,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3091183602809906,1.4024723768234253,0.6515555555555556,0.604,0.6493093135974289,0.5935964403260828,2.3739844000083394,0.07566579998820089,2.4499261000019033,0.00013826834323650894,,
31,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.304959625005722,1.3680942058563232,0.6508888888888889,0.614,0.6485189132810355,0.6096716953119,2.7405816999962553,0.11031910000019707,2.8511707999859937,0.00013461170570774927,,
32,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.29185637500551,1.3529582023620605,0.666,0.634,0.6633272666211374,0.6293017048849303,3.0685635000118054,0.05683849999331869,3.1257967999845278,0.0001309016994374947,,
33,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.3015007807148828,1.360609382390976,0.6484444444444445,0.636,0.6456151561044172,0.6397556000765012,2.0120430999959353,0.06969080000999384,2.081982200004859,0.0001271440449865074,,
34,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.29314966334237,1.3554458022117615,0.6655555555555556,0.626,0.662942674484351,0.6304894300393336,2.312990799982799,0.08322170001338236,2.3964736000052653,0.00012334453638559052,,
35,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2843819194369845,1.3907574713230133,0.6582222222222223,0.608,0.655295554656542,0.6109025246477844,3.0572951000067405,0.11779089999618009,3.1753783999884035,0.0001195090322016128,,
36,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2783409688207839,1.329748660326004,0.6577777777777778,0.658,0.6559119865678449,0.6630271281629231,2.4959162999875844,0.05861989999539219,2.5547713999985717,0.00011564344650402306,,
37,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2686010168658362,1.3138468563556671,0.6791111111111111,0.638,0.6762148036546897,0.6404199956182929,2.2018440999963786,0.07475860000704415,2.276818699989235,0.00011175373974578374,,
38,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.261260877052943,1.3237999081611633,0.6708888888888889,0.652,0.6685013046081953,0.6554906570347175,2.7537373999948613,0.12091230001533404,2.8749381999950856,0.00010784590957278446,,
39,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.266100161605411,1.3423770070075989,0.678,0.644,0.6767438268368395,0.639704399489526,2.290704299986828,0.06596590002300218,2.356900000013411,0.00010392598157590682,,
40,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2598527736134,1.3276191353797913,0.6888888888888889,0.662,0.6867696828303644,0.6591645232073581,2.3558495999895968,0.07383619999745861,2.4299279999977443,9.999999999999996e-05,,
41,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2533403999275632,1.304701328277588,0.6773333333333333,0.662,0.6761239812647932,0.6619649877492623,2.672328499989817,0.11877480000839569,2.791377999994438,9.607401842409313e-05,,
42,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2398369544082217,1.345020592212677,0.6911111111111111,0.652,0.6892097067154342,0.6483659210356627,2.219809100002749,0.06938139998237602,2.289438199979486,9.215409042721549e-05,,
43,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.235401405228509,1.337282508611679,0.688,0.662,0.6861122203463431,0.6644165953106278,2.4099291999882553,0.08008729998255149,2.490238500002306,8.824626025421623e-05,,
44,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.241055773364173,1.3290571570396423,0.69,0.646,0.6882872661383844,0.6472307610210087,3.11866859998554,0.1426315999997314,3.261596299998928,8.435655349597692e-05,,
45,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2169962889618344,1.287288874387741,0.6897777777777778,0.668,0.6876160458263412,0.6683186034961065,2.2233574999845587,0.07237869998789392,2.295960699993884,8.049096779838716e-05,,
46,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.233499460750156,1.3475009202957153,0.6873333333333334,0.634,0.6856047485773578,0.6335854812482506,2.6202710999932606,0.11830959998769686,2.7388437000045087,7.665546361440945e-05,,
47,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2174299226866827,1.2945466935634613,0.6913333333333334,0.67,0.689429102348299,0.6732384648505622,2.1891556000045966,0.07524899998679757,2.264739100006409,7.285595501349254e-05,,
48,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2052487797207303,1.30146986246109,0.704,0.67,0.7019241642242678,0.6758142511825597,2.36025850000442,0.08022790000541136,2.440706699999282,6.909830056250526e-05,,
49,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.210952467388577,1.2941191792488098,0.6984444444444444,0.682,0.6972067153740183,0.6816298998428769,2.826659899990773,0.10968019999563694,2.9366063000052236,6.538829429225072e-05,,
50,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2043001155058544,1.2865757048130035,0.7028888888888889,0.668,0.7009269354445472,0.6653293838043657,2.1229082999925595,0.07048689998919144,2.193615200027125,6.173165676349103e-05,,
51,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2073166833983526,1.2784814536571503,0.7088888888888889,0.682,0.7073995484580727,0.68019050427574,2.4655684000172187,0.12455999999656342,2.5904052999976557,5.8134026246257225e-05,,
52,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1942077179749806,1.292468637228012,0.708,0.666,0.7058048122496686,0.6628507953975118,2.5861010999942664,0.06125120000797324,2.647743100009393,5.460095002604533e-05,,
53,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1948622167110443,1.2861179411411285,0.708,0.678,0.7069686139555176,0.6801515276779172,2.327325899997959,0.08027649999712594,2.4078203000244685,5.11378758503045e-05,,
54,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.2000258200698428,1.2838381826877594,0.7144444444444444,0.678,0.7126751553568325,0.677488266466631,2.9899066999787465,0.12047209998127073,3.1106507000222337,4.7750143528405126e-05,,
55,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.188191658920712,1.2833247482776642,0.7171111111111111,0.688,0.7147265321088392,0.6899631162968911,2.2848973000072874,0.061641400010557845,2.3468506000062916,4.444297669803978e-05,,
56,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1832446621523962,1.2664995193481445,0.7213333333333334,0.678,0.719330385770388,0.6791717685837452,2.342872500012163,0.07993800000986084,2.423123200016562,4.1221474770752705e-05,,
57,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1846777664290533,1.2708623111248016,0.7173333333333334,0.676,0.7152564824357301,0.6745056459940848,2.653482499998063,0.12116449998575263,2.774931599997217,3.8090605069016635e-05,,
58,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1905925042099423,1.268687754869461,0.7091111111111111,0.678,0.7079982498792203,0.6754758986108862,2.3216970000066794,0.06096360000083223,2.3829601999896113,3.505519516698165e-05,,
59,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1783833536836836,1.2769408822059631,0.716,0.678,0.7146636469208509,0.6754552524069172,2.3412334000167903,0.08034309998038225,2.4218397000222467,3.211992544670586e-05,,
60,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1864570147461362,1.2606110572814941,0.712,0.682,0.7106894147883643,0.6830645903324417,3.293570899986662,0.12158129998715594,3.415453499997966,2.928932188134526e-05,,
61,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.168422520160675,1.2711168229579926,0.7251111111111112,0.668,0.7235589135653285,0.6654932418679386,2.39459110001917,0.05722449999302626,2.4521513000072446,2.656774905643145e-05,,
62,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1717044677999284,1.2579423189163208,0.7217777777777777,0.68,0.7198589207054144,0.6803413188108994,2.2445309000031557,0.07383879998815246,2.318605500011472,2.395940343999691e-05,,
63,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1798178719149695,1.2691861391067505,0.7168888888888889,0.676,0.7144871458240083,0.6728370661637552,2.5580210000043735,0.12255179998464882,2.680864499998279,2.146830691192551e-05,,
64,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1674991150697072,1.2676836252212524,0.724,0.686,0.7222901373315679,0.6858023593914117,2.902544000011403,0.0629812000261154,2.9658376000006683,1.909830056250527e-05,,
65,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1677369905842676,1.2690709829330444,0.7257777777777777,0.68,0.7242915933902562,0.6800891538567654,2.1194880999973975,0.07594919999246486,2.195672599977115,1.68530387697455e-05,,
66,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1643718944655523,1.2611030042171478,0.7204444444444444,0.688,0.7184301870408399,0.6872675172841367,2.824279699998442,0.11108819997753017,2.935626400023466,1.4735983564590783e-05,,
67,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.165415283706453,1.2632489502429962,0.7173333333333334,0.678,0.7160043739372844,0.6776241323239461,2.868186699983198,0.06431880002492107,2.9327179999963846,1.2750399292720305e-05,,
68,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1617773407035403,1.2645617425441742,0.7364444444444445,0.674,0.7354627588087569,0.6739625954782742,2.0810227999754716,0.07195060001686215,2.1532440000155475,1.0899347581163221e-05,,
69,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1604016340441174,1.2698672115802765,0.7251111111111112,0.682,0.7240908629931087,0.6806908916080383,2.3893807000131346,0.07693550002295524,2.466576500009978,9.185682617491865e-06,,
70,CIFAR-10,cnn,0.1,10,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_010,1.1654214594099257,1.264627367258072,0.7313333333333333,0.688,0.7293485542591105,0.6860760230274721,2.9844897000002675,0.06306370001402684,3.04781489999732,7.612046748871327e-06,,
1,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.9969177984855544,1.900330439209938,0.2982222222222222,0.347,0.28577468310626164,0.325171049387744,16.09463279999909,0.5975626000144985,16.693006199988304,0.0001999229036240723,,
2,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.7899055145156215,1.6990376561880112,0.4078888888888889,0.415,0.39847269814807507,0.3854168254089043,16.79238470000564,0.599023999995552,17.392358599987347,0.0001996917333733128,,
3,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.6910988999084688,1.615499660372734,0.45055555555555554,0.498,0.44148837334073604,0.48866910021899584,15.777974099997664,0.6326550999947358,16.41164690000005,0.00019930684569549264,,
4,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.626550919573072,1.7152347564697266,0.4821111111111111,0.451,0.47547539823238755,0.43291024345586615,16.225700899987714,0.5566351000161376,16.783164299995406,0.00019876883405951377,,
5,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.5786789672475465,1.5230775475502014,0.5113333333333333,0.541,0.5051903413132312,0.5362022110627465,16.92956749998848,0.5542624999943655,17.484448200004408,0.00019807852804032305,,
6,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.537474706139363,1.5406007021665573,0.5282222222222223,0.525,0.5222783300234282,0.5165708079966015,16.033114300022135,0.5646795000066049,16.59862649999559,0.00019723699203976766,,
7,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.4993949910284767,1.4702692776918411,0.546,0.566,0.5407737764835895,0.5651963022204896,15.7648350999807,0.5598184999835212,16.3253573999973,0.00019624552364536473,,
8,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.4763492043589201,1.5379771143198013,0.5641111111111111,0.55,0.5602193533145382,0.534904449074731,16.704261899983976,0.5860328999988269,17.29094310000073,0.00019510565162951537,,
9,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.449422431663728,1.4308149963617325,0.5794444444444444,0.583,0.5738511371475528,0.5767257499595996,16.663688500004355,0.6124734999903012,17.27683960000286,0.00019381913359224842,,
10,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.4210802450985975,1.4124218225479126,0.5873333333333334,0.609,0.5837769437015712,0.6090744428818194,16.928102900012163,0.5898925999936182,17.518708399991738,0.00019238795325112867,,
11,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.402121579143363,1.4324555695056915,0.6006666666666667,0.59,0.5965875011022663,0.5879495725715178,17.12789010000415,0.5738956000132021,17.702789500006475,0.0001908143173825081,,
12,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.3883543803658285,1.4021702855825424,0.6012222222222222,0.594,0.5979337807145325,0.5872834527058952,16.74747830000706,0.6566104000085033,17.405537300015567,0.00018910065241883677,,
13,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.3728691641713533,1.371111422777176,0.611,0.624,0.6063736304492318,0.624946160147522,16.885812099993927,0.5878858999931253,17.474595899984706,0.00018724960070727972,,
14,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.3676106711508522,1.384721279144287,0.6142222222222222,0.629,0.6110248446094645,0.6279196095011611,16.60258249999606,0.5623141000105534,17.165586099989014,0.00018526401643540922,,
15,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.3428147426793273,1.3564043939113617,0.6298888888888889,0.641,0.6264015853705096,0.642788024826098,16.14060939999763,0.6551696000096854,16.796399599988945,0.00018314696123025454,,
16,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.3404504413336096,1.3783511221408844,0.6287777777777778,0.609,0.6255064832244586,0.6093139045383764,16.535501100006513,0.6561126000015065,17.192701599997235,0.00018090169943749476,,
17,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.3215953816830273,1.3475171774625778,0.6408888888888888,0.632,0.6376154300078308,0.6307035736200108,16.131280799978413,0.6017565999936778,16.73384159998386,0.00017853169308807448,,
18,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.3115085581658592,1.3568413108587265,0.6472222222222223,0.644,0.6443068285347887,0.6369113048414501,16.261492100020405,0.4735715000133496,16.736070599989034,0.0001760405965600031,,
19,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.3012019563728654,1.343266025185585,0.6533333333333333,0.643,0.650539293729886,0.6407522306025071,14.319725699984701,0.11870940000517294,14.438905199989676,0.00017343225094356858,,
20,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.2878497402432938,1.3333065509796143,0.6517777777777778,0.65,0.6493344823358245,0.6471906120224256,4.531237199989846,0.17333229997893795,4.704874299990479,0.00017071067811865476,,
21,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.2747716987636728,1.3393485248088837,0.6698888888888889,0.657,0.6674765590929447,0.6486709493094936,5.079662300006021,0.13740300000063144,5.217363599978853,0.0001678800745532942,,
22,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.2639290631656916,1.302418366074562,0.67,0.658,0.6675162297447333,0.6598060841471379,5.132864000013797,0.1370996999903582,5.270225899992511,0.00016494480483301838,,
23,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.2536062203662497,1.3535566180944443,0.6742222222222222,0.653,0.6720134646836305,0.6468728047204301,5.340677100000903,0.22282090000226162,5.563860299997032,0.00016190939493098338,,
24,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.2523721372577505,1.2734864950180054,0.6737777777777778,0.685,0.6717946516094714,0.6840539142081958,4.55687040000339,0.2485772999934852,4.805780399998184,0.0001587785252292473,,
25,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.2485876083374023,1.2880190014839172,0.675,0.669,0.6735392601191311,0.6665148211862262,4.907669900014298,0.1516665999952238,5.059639899991453,0.0001555570233019602,,
26,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.2388632163195543,1.2762665003538132,0.6826666666666666,0.677,0.6802259139649446,0.6770001003361587,5.034019699989585,0.141734600008931,5.176161999988835,0.00015224985647159487,,
27,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.223115560034631,1.2945181280374527,0.6924444444444444,0.657,0.6902857429563136,0.6536567140555881,5.408092699974077,0.15566570000373758,5.564245900022797,0.0001488621241496955,,
28,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.2208763142706642,1.2584215700626373,0.6928888888888889,0.675,0.6913418096485211,0.6725833102069791,4.605805300001521,0.1601387000118848,4.766239800024778,0.00014539904997395466,,
29,CIFAR-10,cnn,0.2,20,01_cifar_vit_cnn/outputs/unified_runs/cnn_fraction_020,1.2097726690937096,1.278827741742134,0.7033333333333334,0.666,0.7016144349316773,0.6647787740970563,4.9674065000144765,0.16406280000228435,5.131729699991411,0.00014186597375374278,,
